series_id,period_end,fiscal_year,fiscal_quarter,geography,country,segment,value,units,source_type,source,notes
de_rev606_matrix_actual,2025-07-27,2025,Q3,Western Europe,,CF,550,USD_millions,filing,corpus:challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue from contracts with customers; three months ended 2025-07-27; ACTUAL
de_rev606_matrix_actual,2025-07-27,2025,Q3,Western Europe,,FS,45,USD_millions,filing,corpus:challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue from contracts with customers; three months ended 2025-07-27; ACTUAL
de_rev606_matrix_actual,2025-07-27,2025,Q3,Central Europe & CIS,,PPA,301,USD_millions,filing,corpus:challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue from contracts with customers; three months ended 2025-07-27; ACTUAL
de_rev606_matrix_actual,2025-07-27,2025,Q3,Central Europe & CIS,,SAT,130,USD_millions,filing,corpus:challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue from contracts with customers; three months ended 2025-07-27; ACTUAL
de_rev606_matrix_actual,2025-07-27,2025,Q3,Central Europe & CIS,,CF,103,USD_millions,filing,corpus:challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue from contracts with customers; three months ended 2025-07-27; ACTUAL
de_rev606_matrix_actual,2025-07-27,2025,Q3,Central Europe & CIS,,FS,2,USD_millions,filing,corpus:challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue from contracts with customers; three months ended 2025-07-27; ACTUAL
de_rev606_matrix_actual,2025-07-27,2025,Q3,Latin America,,PPA,1055,USD_millions,filing,corpus:challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue from contracts with customers; three months ended 2025-07-27; ACTUAL
de_rev606_matrix_actual,2025-07-27,2025,Q3,Latin America,,SAT,124,USD_millions,filing,corpus:challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue from contracts with customers; three months ended 2025-07-27; ACTUAL
de_rev606_matrix_actual,2025-07-27,2025,Q3,Latin America,,CF,252,USD_millions,filing,corpus:challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue from contracts with customers; three months ended 2025-07-27; ACTUAL
de_rev606_matrix_actual,2025-07-27,2025,Q3,Latin America,,FS,28,USD_millions,filing,corpus:challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue from contracts with customers; three months ended 2025-07-27; ACTUAL
de_rev606_matrix_actual,2025-07-27,2025,Q3,Asia/Africa/Oceania/ME,,PPA,332,USD_millions,filing,corpus:challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue from contracts with customers; three months ended 2025-07-27; ACTUAL
de_rev606_matrix_actual,2025-07-27,2025,Q3,Asia/Africa/Oceania/ME,,SAT,393,USD_millions,filing,corpus:challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue from contracts with customers; three months ended 2025-07-27; ACTUAL
de_rev606_matrix_actual,2025-07-27,2025,Q3,Asia/Africa/Oceania/ME,,CF,313,USD_millions,filing,corpus:challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue from contracts with customers; three months ended 2025-07-27; ACTUAL
de_rev606_matrix_actual,2025-07-27,2025,Q3,Asia/Africa/Oceania/ME,,FS,53,USD_millions,filing,corpus:challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue from contracts with customers; three months ended 2025-07-27; ACTUAL
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,United States,,PPA,1440,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=low. Desk view. Four methods span 1;283-1;610; anchored on 1;684 base. Bottom-up residual 1;467 / share-of-global 1;283-1;437 / Q3-Q2 seasonality 1;348-1;610 / H1 continuation 1;340."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,United States,,PPA,1300,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=low. Desk view. Four methods span 1;283-1;610; anchored on 1;684 base. Bottom-up residual 1;467 / share-of-global 1;283-1;437 / Q3-Q2 seasonality 1;348-1;610 / H1 continuation 1;340."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,United States,,PPA,1590,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=low. Desk view. Four methods span 1;283-1;610; anchored on 1;684 base. Bottom-up residual 1;467 / share-of-global 1;283-1;437 / Q3-Q2 seasonality 1;348-1;610 / H1 continuation 1;340."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,United States,,SAT,1700,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Q3/Q2 ratio 0.94-0.99 in 5 of 6 years -> 1;732-1;754; share-of-global 1;595-1;693; relative-YoY 1;614-1;675."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,United States,,SAT,1600,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Q3/Q2 ratio 0.94-0.99 in 5 of 6 years -> 1;732-1;754; share-of-global 1;595-1;693; relative-YoY 1;614-1;675."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,United States,,SAT,1790,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Q3/Q2 ratio 0.94-0.99 in 5 of 6 years -> 1;732-1;754; share-of-global 1;595-1;693; relative-YoY 1;614-1;675."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,United States,,CF,2050,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Three independent methods converge on ~2;062-2;074; shaded fractionally down for soft US construction spend (-3.2% YoY)."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,United States,,CF,1900,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Three independent methods converge on ~2;062-2;074; shaded fractionally down for soft US construction spend (-3.2% YoY)."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,United States,,CF,2180,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Three independent methods converge on ~2;062-2;074; shaded fractionally down for soft US construction spend (-3.2% YoY)."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,United States,,FS,1070,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=high. Desk view. Most stable line in the file; three consecutive quarters within +/-3.5% YoY on a shrinking portfolio (JDF trade wholesale -15%)."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,United States,,FS,1030,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=high. Desk view. Most stable line in the file; three consecutive quarters within +/-3.5% YoY on a shrinking portfolio (JDF trade wholesale -15%)."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,United States,,FS,1110,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=high. Desk view. Most stable line in the file; three consecutive quarters within +/-3.5% YoY on a shrinking portfolio (JDF trade wholesale -15%)."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Canada,,PPA,340,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=low. Desk view. Soft 335 base (-31.5% LY). Waterloo H2 NA skew vs weak Canadian retail (4WD -22.6% YTD) and ~1.6% FX headwind."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Canada,,PPA,295,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=low. Desk view. Soft 335 base (-31.5% LY). Waterloo H2 NA skew vs weak Canadian retail (4WD -22.6% YTD) and ~1.6% FX headwind."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Canada,,PPA,390,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=low. Desk view. Soft 335 base (-31.5% LY). Waterloo H2 NA skew vs weak Canadian retail (4WD -22.6% YTD) and ~1.6% FX headwind."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Canada,,SAT,175,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. H1 FY2026 +24.1%; share of global SAT drifting to ~5.1%."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Canada,,SAT,158,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. H1 FY2026 +24.1%; share of global SAT drifting to ~5.1%."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Canada,,SAT,195,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. H1 FY2026 +24.1%; share of global SAT drifting to ~5.1%."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Canada,,CF,200,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=low. Desk view. DELIBERATELY CONTRARIAN: -9.9% against company CF guide of ~+20%. Canadian lumber production -5.8%/-8.1% YoY Apr/May; Canada CF share of global fell 5.92% -> 4.76% H1/H1."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Canada,,CF,170,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=low. Desk view. DELIBERATELY CONTRARIAN: -9.9% against company CF guide of ~+20%. Canadian lumber production -5.8%/-8.1% YoY Apr/May; Canada CF share of global fell 5.92% -> 4.76% H1/H1."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Canada,,CF,240,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=low. Desk view. DELIBERATELY CONTRARIAN: -9.9% against company CF guide of ~+20%. Canadian lumber production -5.8%/-8.1% YoY Apr/May; Canada CF share of global fell 5.92% -> 4.76% H1/H1."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Canada,,FS,196,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. 186-212 for twelve straight quarters."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Canada,,FS,186,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. 186-212 for twelve straight quarters."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Canada,,FS,208,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. 186-212 for twelve straight quarters."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Western Europe,,PPA,695,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Q2-to-Q3 ratio ~1.06 on 654. FX tailwind gone (+0.3%); CEMA arable weakest; combines are a Q3 harvest shipment item."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Western Europe,,PPA,650,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Q2-to-Q3 ratio ~1.06 on 654. FX tailwind gone (+0.3%); CEMA arable weakest; combines are a Q3 harvest shipment item."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Western Europe,,PPA,745,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Q2-to-Q3 ratio ~1.06 on 654. FX tailwind gone (+0.3%); CEMA arable weakest; combines are a Q3 harvest shipment item."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Western Europe,,SAT,810,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Q2-to-Q3 ratio ~0.98 on 827. Largest cell in region; dairy pillar cracking (EU milk -21% YoY in June 2026)."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Western Europe,,SAT,765,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Q2-to-Q3 ratio ~0.98 on 827. Largest cell in region; dairy pillar cracking (EU milk -21% YoY in June 2026)."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Western Europe,,SAT,860,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Q2-to-Q3 ratio ~0.98 on 827. Largest cell in region; dairy pillar cracking (EU milk -21% YoY in June 2026)."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Western Europe,,CF,590,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Q2-to-Q3 ratio ~0.97 on 608. Roadbuilding +10% guide; Wirtgen Europe strength; Q3 peak paving; Nordic forestry drag."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Western Europe,,CF,555,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Q2-to-Q3 ratio ~0.97 on 608. Roadbuilding +10% guide; Wirtgen Europe strength; Q3 peak paving; Nordic forestry drag."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Western Europe,,CF,630,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Q2-to-Q3 ratio ~0.97 on 608. Roadbuilding +10% guide; Wirtgen Europe strength; Q3 peak paving; Nordic forestry drag."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Western Europe,,FS,53,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=high. Desk view. Run-rate stepped up to ~53 over the past year."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Western Europe,,FS,49,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=high. Desk view. Run-rate stepped up to ~53 over the past year."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Western Europe,,FS,57,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=high. Desk view. Run-rate stepped up to ~53 over the past year."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Central Europe & CIS,,PPA,308,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=low. Desk view. WE-ratio anchor 308; H2-shape method 301-316. Naive Q3/Q2 seasonal gives 228 but its estimation window IS the structural break; so the desk discounts it."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Central Europe & CIS,,PPA,265,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=low. Desk view. WE-ratio anchor 308; H2-shape method 301-316. Naive Q3/Q2 seasonal gives 228 but its estimation window IS the structural break; so the desk discounts it."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Central Europe & CIS,,PPA,345,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=low. Desk view. WE-ratio anchor 308; H2-shape method 301-316. Naive Q3/Q2 seasonal gives 228 but its estimation window IS the structural break; so the desk discounts it."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Central Europe & CIS,,SAT,120,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=low. Desk view. OVERRIDES the company +15% SAT guide. Mean reversion in the CE/WE SAT ratio (17.2% in Q3 FY2025 vs 15.3% trailing-4Q)."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Central Europe & CIS,,SAT,100,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=low. Desk view. OVERRIDES the company +15% SAT guide. Mean reversion in the CE/WE SAT ratio (17.2% in Q3 FY2025 vs 15.3% trailing-4Q)."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Central Europe & CIS,,SAT,140,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=low. Desk view. OVERRIDES the company +15% SAT guide. Mean reversion in the CE/WE SAT ratio (17.2% in Q3 FY2025 vs 15.3% trailing-4Q)."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Central Europe & CIS,,CF,110,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Twelve quarters in a 71-112 band; Poland KPO/RRF August 2026 grant deadline falls inside the quarter."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Central Europe & CIS,,CF,96,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Twelve quarters in a 71-112 band; Poland KPO/RRF August 2026 grant deadline falls inside the quarter."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Central Europe & CIS,,CF,124,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Twelve quarters in a 71-112 band; Poland KPO/RRF August 2026 grant deadline falls inside the quarter."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Central Europe & CIS,,FS,2,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Residual line post the March 2023 Russia FS disposal. Rounding noise on a ~540m region."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Central Europe & CIS,,FS,1,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Residual line post the March 2023 Russia FS disposal. Rounding noise on a ~540m region."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Central Europe & CIS,,FS,3,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Residual line post the March 2023 Russia FS disposal. Rounding noise on a ~540m region."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Latin America,,PPA,820,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Roughly flat to -1% sequential off 828. Horizontina combine output -30% through the whole quarter; explicit plan to underproduce Brazilian retail; safrinha ~4 weeks late. Offset by a +10.0% BRL translation tailwind. Implied ex-FX local decline ~-29%."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Latin America,,PPA,760,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Roughly flat to -1% sequential off 828. Horizontina combine output -30% through the whole quarter; explicit plan to underproduce Brazilian retail; safrinha ~4 weeks late. Offset by a +10.0% BRL translation tailwind. Implied ex-FX local decline ~-29%."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Latin America,,PPA,900,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Roughly flat to -1% sequential off 828. Horizontina combine output -30% through the whole quarter; explicit plan to underproduce Brazilian retail; safrinha ~4 weeks late. Offset by a +10.0% BRL translation tailwind. Implied ex-FX local decline ~-29%."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Latin America,,SAT,136,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Conservative +6% sequential off 128 (vs +15.7% median seasonality) given Brazilian demand malaise."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Latin America,,SAT,125,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Conservative +6% sequential off 128 (vs +15.7% median seasonality) given Brazilian demand malaise."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Latin America,,SAT,148,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Conservative +6% sequential off 128 (vs +15.7% median seasonality) given Brazilian demand malaise."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Latin America,,CF,285,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Roughly flat sequential off 280; FX carries YoY to +13%. Desk flags this as its most exposed growth call."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Latin America,,CF,265,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Roughly flat sequential off 280; FX carries YoY to +13%. Desk flags this as its most exposed growth call."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Latin America,,CF,305,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Roughly flat sequential off 280; FX carries YoY to +13%. Desk flags this as its most exposed growth call."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Latin America,,FS,33,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Clean post-deconsolidation run-rate (Banco John Deere 50% sold to Bradesco in Q2 FY2025); series 28/32/32/32."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Latin America,,FS,30,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Clean post-deconsolidation run-rate (Banco John Deere 50% sold to Bradesco in Q2 FY2025); series 28/32/32/32."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Latin America,,FS,36,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Clean post-deconsolidation run-rate (Banco John Deere 50% sold to Bradesco in Q2 FY2025); series 28/32/32/32."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Asia/Africa/Oceania/ME,,PPA,355,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=low. Desk view. 1.079 sequential ratio; deliberately below the 1.154 seasonal median. Australia-led; ABARES June cut 2026-27 winter crop -21%; but that hits Q1 FY2027 orders not Q3 deliveries; AUD +8.7%."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Asia/Africa/Oceania/ME,,PPA,325,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=low. Desk view. 1.079 sequential ratio; deliberately below the 1.154 seasonal median. Australia-led; ABARES June cut 2026-27 winter crop -21%; but that hits Q1 FY2027 orders not Q3 deliveries; AUD +8.7%."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Asia/Africa/Oceania/ME,,PPA,390,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=low. Desk view. 1.079 sequential ratio; deliberately below the 1.154 seasonal median. Australia-led; ABARES June cut 2026-27 winter crop -21%; but that hits Q1 FY2027 orders not Q3 deliveries; AUD +8.7%."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Asia/Africa/Oceania/ME,,SAT,440,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Best-evidenced cell in the region: JD India retail registrations for all three months (+11.7% vs industry +22.1%); less a -10.3% INR translation drag."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Asia/Africa/Oceania/ME,,SAT,415,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Best-evidenced cell in the region: JD India retail registrations for all three months (+11.7% vs industry +22.1%); less a -10.3% INR translation drag."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Asia/Africa/Oceania/ME,,SAT,470,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Best-evidenced cell in the region: JD India retail registrations for all three months (+11.7% vs industry +22.1%); less a -10.3% INR translation drag."
de_rev606_matrix_forecast_central,2026-08-02,2026,Q3,Asia/Africa/Oceania/ME,,CF,380,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Deliberate deceleration from +33.2% in Q2 to +21.4%; to respect the company H2 CF math. China excavators +26.4% H1; Gulf roadbuilding megaprojects."
de_rev606_matrix_forecast_low,2026-08-02,2026,Q3,Asia/Africa/Oceania/ME,,CF,355,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Deliberate deceleration from +33.2% in Q2 to +21.4%; to respect the company H2 CF math. China excavators +26.4% H1; Gulf roadbuilding megaprojects."
de_rev606_matrix_forecast_high,2026-08-02,2026,Q3,Asia/Africa/Oceania/ME,,CF,410,USD_millions,forecast,regional-desk roll-up 2026-08-16,"FORECAST, not actual. desk_confidence=medium. Desk view. Deliberate deceleration from +33.2% in Q2 to +21.4%; to respect the company H2 CF math. China excavators +26.4% H1; Gulf roadbuilding megaprojects."
